row,url
306,https://www.estate.am/en/en/3-rooms-apartment-sale-in-arabkir-yerevan-d91689
307,https://www.estate.am/en/en/2-rooms-apartment-sale-in-arabkir-yerevan-d79144
308,https://www.estate.am/en/en/4-rooms-apartment-sale-in-arabkir-yerevan-d83214
309,https://www.estate.am/en/en/4-rooms-apartment-sale-in-downtown-yerevan-d100659
310,https://www.estate.am/en/en/4-rooms-apartment-sale-in-downtown-yerevan-d106912
311,https://www.estate.am/en/en/5-rooms-apartment-sale-in-arabkir-yerevan-d108974
312,https://www.estate.am/en/en/2-rooms-apartment-sale-in-center-yerevan-d111198
313,https://www.estate.am/en/en/3-rooms-apartment-sale-in-arabkir-yerevan-d111225
314,https://www.estate.am/en/en/3-rooms-apartment-sale-in-erebouni-yerevan-d111226
315,https://www.estate.am/en/en/3-rooms-apartment-sale-in-davtashen-yerevan-d107269
316,https://www.estate.am/en/en/4-rooms-apartment-sale-in-center-yerevan-d103430
317,https://www.estate.am/en/en/4-rooms-apartment-sale-in-downtown-yerevan-d110634
318,https://www.estate.am/en/en/3-rooms-apartment-sale-in-downtown-yerevan-d110153
319,https://www.estate.am/en/en/5-rooms-apartment-sale-in-downtown-yerevan-d107123
320,https://www.estate.am/en/en/3-rooms-apartment-sale-in-downtown-yerevan-d108895
321,https://www.estate.am/en/en/1-rooms-apartment-sale-in-erebouni-yerevan-d108896
